Symbol,Sector,Fund Score,Market Cap Cr,Cap Category,Current Price,RSI,ADX,MACD Hist,Vol Ratio,EMA20,EMA50,EMA200,DI+,DI-,Momentum Score,Reversal Score,Best Setup,Tech Score,Tier,In Consolidation,Consol Days,Consol Label,Pct to Breakout,Consol Volume,Vol 5D Ratio,Breakout Vol,range_pct,Vol Label,Vol Inference,Sector Trend,Sector Detail,Sector Score,Cap Score
EXPLEOSOL,Information Technology,75.0,1117.89,Mid Cap,720.3,38.16,35.49,2.07,0.55,761.51,830.05,971.52,19.0,21.96,20,90,Reversal,90,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,1.99,0.0,0.0,High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,8.7,9.4
FCL,Chemicals,82.9,2539.33,Mid Cap,21.77,40.6,19.44,-0.08,0.69,22.47,23.09,24.77,23.32,18.12,0,71,Reversal,71,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,0.82,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,9.3,10.0
FDC,Healthcare,42.0,5419.13,Mini Large Cap,332.85,23.15,44.34,-3.17,1.21,357.04,371.95,411.67,6.38,30.5,5,20,Watching,20,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.82,0.0,0.0,High,Strong downtrend → no entry signal,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,4.8,4.9
FIEMIND,Automobile and Auto Components,71.0,5334.47,Mini Large Cap,2026.8,40.14,26.58,-9.07,0.58,2109.86,2174.07,2053.98,15.31,23.92,10,70,Reversal,70,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,1.03,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,8.6,8.7
FILATEX,Textiles,72.8,1806.43,Mid Cap,40.68,44.02,33.51,-0.02,0.87,42.11,44.79,49.83,16.29,22.8,5,70,Reversal,70,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,0.94,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,9.0,9.0
FINCABLES,Capital Goods,55.0,13430.37,Mini Large Cap,878.15,51.21,29.35,-9.12,0.97,867.92,832.71,844.0,24.89,17.35,50,15,Momentum,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.44,0.0,0.0,Very Low,"Very low volume → no conviction, caution",Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,6.7,6.8
FINEORG,Chemicals,76.0,13049.19,Mini Large Cap,4256.1,36.98,37.69,-21.06,0.38,4360.61,4375.86,4479.27,9.94,24.92,10,70,Reversal,70,TIER 1 — BUY NOW (Reversal),True,799,799d (2+ years),-21.91,0.48,0.25,0.27,-21.91,Very Low,Sellers exhausted → reversal likely,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,8.5,8.7
FINPIPE,Capital Goods,57.0,10797.62,Mini Large Cap,174.63,32.9,24.84,-1.5,1.08,181.15,180.9,190.05,12.43,28.57,5,35,Watching,35,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.91,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,6.9,7.0
FIVESTAR,Financial Services,42.5,10331.71,Mini Large Cap,350.65,29.93,46.6,-1.13,0.86,389.04,436.28,547.8,14.93,28.9,5,65,Reversal,65,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.36,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,4.9,5.3
FLAIR,Fast Moving Consumer Goods,61.8,3239.85,Mid Cap,307.4,50.42,34.97,0.23,0.3,307.61,308.11,301.9,22.09,15.42,65,65,Momentum,65,TIER 1 — BUY NOW (Momentum),True,539,539d (1.5-2 years),-8.05,3.07,1.23,0.65,-8.05,Normal,Average volume → monitor for increase,Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,7.7,8.2
FLUOROCHEM,Chemicals,53.2,34975.14,Large Cap,3183.9,47.63,35.54,-14.35,0.7,3233.46,3319.03,3495.52,19.97,20.38,17,23,Watching,23,TIER 3 — WAITING,True,554,554d (1.5-2 years),-28.18,5.37,2.98,1.08,-28.18,Very High,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,6.0,6.0
FMGOETZE,Automobile and Auto Components,65.0,2125.43,Mid Cap,382.05,44.07,20.22,0.73,0.53,395.84,418.37,452.79,19.9,22.23,15,60,Reversal,60,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,0.81,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,7.8,7.8
FOCUS,Consumer Durables,58.1,446.86,Small Cap,66.56,49.92,17.76,0.36,1.81,66.61,68.61,82.48,14.54,16.7,27,8,Watching,27,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.53,0.0,0.0,High,Above avg volume but no setup → watch,Strong Downtrend ↓↓,RSI 36.4 | ADX 46.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,7.4,10.0
FORCEMOT,Automobile and Auto Components,79.7,28440.96,Large Cap,21585.0,49.23,18.23,-205.96,0.81,21868.51,21533.59,17989.78,26.38,24.99,37,23,Watching,37,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.81,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,9.6,9.8
FORTIS,Healthcare,49.4,62061.33,Large Cap,822.05,34.22,44.37,-9.3,0.92,866.16,884.77,866.91,13.5,34.39,10,35,Watching,35,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.32,0.0,0.0,Normal,Strong downtrend → no entry signal,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,5.7,6.7
FSL,Services,52.0,14996.85,Mini Large Cap,216.97,41.75,25.05,3.3,0.98,227.97,257.06,306.79,18.66,18.21,30,25,Watching,30,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.65,0.0,0.0,Very Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 26.6 | ADX 57.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,6.3,6.5
GABRIEL,Automobile and Auto Components,43.0,12395.75,Mini Large Cap,862.95,43.31,27.38,-6.02,0.88,897.16,940.13,946.68,20.18,25.7,10,40,Watching,40,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.05,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,5.2,5.2
GAEL,Fast Moving Consumer Goods,46.0,6169.58,Mini Large Cap,134.51,51.65,29.76,-0.28,0.78,134.65,133.86,123.54,22.46,22.53,60,23,Momentum,60,TIER 3 — WAITING,True,432,432d (1-1.5 years),-6.32,1.83,0.97,0.67,-6.32,Low,"Weak volume → momentum may fade, wait",Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,5.7,5.8
GAIL,"Oil, Gas & Consumable Fuels",50.0,93938.16,Large Cap,142.87,30.15,48.08,-1.23,1.4,153.18,158.57,167.4,10.62,30.4,5,65,Reversal,65,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.81,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Weak Uptrend →↑,RSI 46.6 | ADX 16.4 | MACD ▼ | EMA ↑↑↑ | Above EMA200,6.0,7.2
GALAXYSURF,Chemicals,53.0,6001.92,Mini Large Cap,1641.0,18.92,49.48,-28.51,2.41,1814.53,1885.87,2111.63,5.89,39.35,5,20,Watching,20,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.7,0.0,0.0,High,Strong downtrend → no entry signal,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,6.0,6.1
GALLANTT,Capital Goods,71.0,13414.01,Mini Large Cap,555.95,55.46,23.27,1.16,0.87,550.06,555.9,548.55,25.43,12.21,70,20,Momentum,70,TIER 1 — BUY NOW (Momentum),False,0,No consolidation,0.0,0.0,0.69,0.0,0.0,Very Low,"Very low volume → no conviction, caution",Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,8.6,8.8
GANECOS,Textiles,41.8,2156.41,Mid Cap,805.2,54.89,27.27,7.51,0.33,786.31,794.13,1054.44,27.04,19.26,60,30,Momentum,60,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,11.41,0.0,0.0,Extremely High,Strong participation → trend likely to continue,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,5.2,5.2
GARFIBRES,Textiles,76.0,6072.09,Mini Large Cap,611.7,39.05,25.92,-0.04,0.55,628.74,650.06,721.35,15.9,24.49,10,40,Watching,40,TIER 2 — BASE BUILDING,True,544,544d (1.5-2 years),-34.26,1.54,0.66,0.48,-34.26,Very Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,9.4,10.0
GATEWAY,Services,54.4,2552.11,Mid Cap,51.07,22.57,35.72,-0.62,1.27,55.18,56.72,60.43,13.1,33.3,5,35,Watching,35,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.18,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 26.6 | ADX 57.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,6.6,8.1
GENESYS,Information Technology,42.0,1127.09,Mid Cap,269.7,40.31,18.39,1.3,0.72,283.94,318.28,461.83,22.69,14.34,15,56,Reversal,56,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.1,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,4.9,5.3
GENUSPOWER,Capital Goods,66.0,7421.15,Mini Large Cap,239.1,35.9,17.25,-0.68,1.68,252.4,264.85,300.94,14.31,24.83,0,63,Reversal,63,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,2.11,0.0,0.0,Very High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,8.0,8.1
GESHIP,Services,61.0,20411.42,Large Cap,1429.7,56.04,23.95,-1.88,0.73,1385.54,1298.36,1124.62,27.17,17.61,75,23,Momentum,75,TIER 1 — BUY NOW (Momentum),False,0,No consolidation,0.0,0.0,1.15,0.0,0.0,Normal,Average volume → monitor for increase,Strong Downtrend ↓↓,RSI 26.6 | ADX 57.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,7.4,7.4
GICRE,Financial Services,32.7,65289.99,Large Cap,372.15,54.06,30.61,-0.14,1.32,370.77,374.26,377.19,19.83,24.16,30,30,Watching,30,TIER 3 — WAITING,True,536,536d (1.5-2 years),-14.15,1.32,1.03,0.2,-14.15,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,3.8,3.8
GIPCL,Power,41.7,2062.1,Mid Cap,132.82,46.95,16.94,0.02,0.84,135.3,141.26,163.55,23.56,16.53,27,58,Reversal,58,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.99,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Weak Uptrend →↑,RSI 46.6 | ADX 16.4 | MACD ▼ | EMA ↑↑↑ | Above EMA200,4.8,4.8
GLAND,Healthcare,50.6,26807.52,Large Cap,1627.1,38.8,34.9,-9.86,1.58,1693.01,1736.91,1770.38,19.43,31.51,10,40,Watching,40,TIER 3 — WAITING,True,630,630d (1.5-2 years),-19.77,2.49,1.12,0.31,-19.77,Normal,Normal activity → no setup forming yet,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,5.8,6.8
GLAXO,Healthcare,68.0,40399.95,Large Cap,2384.8,30.32,36.85,-18.47,1.25,2474.44,2495.9,2598.71,11.06,27.3,10,35,Watching,35,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.72,0.0,0.0,Low,Low activity → no setup forming yet,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,7.8,9.2
GLOBAL,Consumer Services,78.9,505.1,Small Cap,99.23,46.88,20.87,-0.84,0.2,99.53,94.64,80.11,22.95,16.75,57,45,Momentum,57,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,0.51,0.0,0.0,Very Low,"Very low volume → no conviction, caution",Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,8.9,10.0
GMDCLTD,Metals & Mining,63.0,18310.32,Mini Large Cap,575.7,60.35,18.82,2.33,8.64,553.41,558.48,508.76,34.1,17.08,60,28,Momentum,60,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,4.12,0.0,0.0,Extremely High,Strong participation → trend likely to continue,Downtrend ↓,RSI 40.8 | ADX 28.0 | MACD ▼ | EMA ↑↑↑ | Above EMA200,7.5,9.1
GNA,Automobile and Auto Components,63.0,1611.41,Mid Cap,375.35,26.91,33.3,-6.91,0.33,403.67,392.53,354.2,13.46,33.98,25,35,Watching,35,TIER 2 — BASE BUILDING,True,355,355d (under 1 year),-13.48,0.7,0.48,0.61,-13.48,Very Low,"Very low volume → no interest, wait",Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,7.6,7.6
GODFRYPHLP,Fast Moving Consumer Goods,74.0,31063.77,Large Cap,1991.5,38.8,9.61,-3.96,0.25,2066.39,2186.38,2520.67,21.41,26.06,5,78,Reversal,78,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,0.23,0.0,0.0,Very Low,Sellers exhausted → reversal likely,Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,9.2,9.2
GODREJAGRO,Fast Moving Consumer Goods,48.0,11328.47,Mini Large Cap,588.5,48.06,24.32,-4.38,1.21,593.83,592.35,638.82,27.85,17.72,22,30,Watching,30,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.91,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,5.9,6.1
GODREJCP,Fast Moving Consumer Goods,44.0,104125.37,Large Cap,1017.6,24.56,56.58,-10.17,0.95,1098.51,1144.15,1170.95,9.6,38.89,5,65,Reversal,65,TIER 3 — WAITING,True,546,546d (1.5-2 years),-29.1,1.7,0.88,0.96,-29.1,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,5.5,5.5
GOKULAGRO,Fast Moving Consumer Goods,79.0,5357.0,Mini Large Cap,181.54,63.54,36.8,2.55,0.58,170.67,170.25,167.09,39.51,9.52,90,35,Momentum,90,TIER 1 — BUY NOW (Momentum),False,0,No consolidation,0.0,0.0,58.2,0.0,0.0,Extremely High,Strong participation → trend likely to continue,Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,9.8,10.0
GOLDIAM,Consumer Durables,74.0,3343.5,Mid Cap,296.1,34.16,47.31,-3.37,0.72,320.25,337.41,352.73,14.39,30.37,5,58,Reversal,58,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,0.91,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 36.4 | ADX 46.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,9.5,9.5
GOODLUCK,Capital Goods,63.0,3384.81,Mid Cap,1017.1,33.94,42.53,-9.0,0.9,1075.08,1099.86,1081.84,11.45,32.54,10,65,Reversal,65,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,0.92,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,7.7,7.7
GPIL,Capital Goods,72.0,17037.26,Mini Large Cap,262.65,56.68,19.63,0.26,1.94,257.23,256.94,241.16,29.33,23.11,70,28,Momentum,70,TIER 1 — BUY NOW (Momentum),False,0,No consolidation,0.0,0.0,1.0,0.0,0.0,Normal,Average volume → monitor for increase,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,8.8,8.9
GPPL,Services,50.0,7335.15,Mini Large Cap,151.67,34.4,46.34,-1.21,1.63,160.88,168.11,165.6,12.21,34.54,10,35,Watching,35,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.08,0.0,0.0,Normal,Strong downtrend → no entry signal,Strong Downtrend ↓↓,RSI 26.6 | ADX 57.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,6.1,6.2
GPTHEALTH,Healthcare,47.3,989.99,Small Cap,120.65,38.32,14.21,0.07,1.12,124.38,128.22,141.31,10.31,16.68,15,18,Watching,18,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.83,0.0,0.0,Low,Low activity → no setup forming yet,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,5.5,10.0
GPTINFRA,Construction,68.0,1309.39,Mid Cap,103.62,38.56,33.17,-1.48,0.83,109.52,110.64,113.08,18.9,32.76,10,40,Watching,40,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.96,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,8.6,8.6
GRANULES,Healthcare,54.0,14643.56,Mini Large Cap,590.95,59.26,14.2,1.23,1.48,578.87,577.64,552.93,23.58,18.21,80,28,Momentum,80,TIER 3 — WAITING,True,444,444d (1-1.5 years),-11.3,2.37,1.65,0.58,-11.3,High,Good volume support → momentum confirmed,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,6.2,6.4
GRAPHITE,Capital Goods,44.0,11868.65,Mini Large Cap,607.1,33.87,29.6,-8.62,0.51,642.31,640.58,587.47,17.97,31.8,20,50,Reversal,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.39,0.0,0.0,Very Low,Sellers exhausted → reversal likely,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,5.4,5.4
GRAVITA,Metals & Mining,68.0,10235.04,Mini Large Cap,1405.2,27.71,43.84,-9.51,1.02,1498.87,1578.69,1691.94,10.0,24.73,5,35,Watching,35,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.57,0.0,0.0,High,Strong downtrend → no entry signal,Downtrend ↓,RSI 40.8 | ADX 28.0 | MACD ▼ | EMA ↑↑↑ | Above EMA200,8.1,9.9
GREENPANEL,Consumer Durables,58.8,2381.28,Mid Cap,194.07,38.76,29.12,-0.04,0.68,201.42,212.77,249.73,18.64,11.38,15,78,Reversal,78,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.73,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 36.4 | ADX 46.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,7.5,7.5
GREENPLY,Consumer Durables,47.0,2409.82,Mid Cap,192.9,36.74,24.74,0.25,0.51,204.19,221.69,265.25,19.54,25.87,15,60,Reversal,60,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.53,0.0,0.0,Very Low,Low volume on down move → selling pressure easing,Strong Downtrend ↓↓,RSI 36.4 | ADX 46.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,6.0,6.0
GRINDWELL,Capital Goods,65.0,15525.16,Mini Large Cap,1402.2,19.03,55.9,-18.72,1.26,1512.76,1560.8,1632.97,8.74,30.41,5,65,Reversal,65,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,0.99,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,7.9,8.0
GRWRHITECH,Capital Goods,73.0,8488.64,Mini Large Cap,3650.8,32.85,18.19,-64.25,0.89,3901.19,3795.92,3583.32,12.75,22.23,15,28,Watching,28,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.88,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,8.9,9.0
GSPL,"Oil, Gas & Consumable Fuels",47.0,14377.98,Mini Large Cap,254.75,19.29,18.24,-3.28,0.54,279.01,290.75,303.93,21.43,20.09,0,58,Reversal,58,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.97,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Weak Uptrend →↑,RSI 46.6 | ADX 16.4 | MACD ▼ | EMA ↑↑↑ | Above EMA200,5.6,5.6
GUJGASLTD,"Oil, Gas & Consumable Fuels",45.0,24410.31,Large Cap,354.6,24.96,24.89,-3.8,0.48,382.31,397.04,420.68,31.08,14.87,10,35,Watching,35,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.01,0.0,0.0,Normal,Normal activity → no setup forming yet,Weak Uptrend →↑,RSI 46.6 | ADX 16.4 | MACD ▼ | EMA ↑↑↑ | Above EMA200,5.4,6.5
GULFOILLUB,"Oil, Gas & Consumable Fuels",47.0,4541.35,Mid Cap,919.3,19.14,45.03,-9.86,1.15,1010.34,1062.19,1122.16,9.67,37.31,5,50,Reversal,50,TIER 3 — WAITING,True,482,482d (1-1.5 years),-30.01,3.88,2.14,0.74,-30.01,Very High,High volume → could be capitulation or distribution,Weak Uptrend →↑,RSI 46.6 | ADX 16.4 | MACD ▼ | EMA ↑↑↑ | Above EMA200,5.6,6.1
GVT&D,Capital Goods,32.7,94196.96,Large Cap,3678.9,46.89,17.72,-31.19,1.04,3691.91,3499.75,2931.76,21.69,28.74,47,23,Watching,47,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.97,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,4.0,4.0
HAL,Capital Goods,72.0,252957.45,Large Cap,3782.4,28.04,29.76,-6.34,0.59,3971.91,4116.04,4337.85,11.76,32.36,5,65,Reversal,65,TIER 1 — BUY NOW (Reversal),True,490,490d (1-1.5 years),-26.29,0.77,0.52,0.54,-26.29,Very Low,Low volume on down move → selling pressure easing,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,8.8,8.8
HAPPSTMNDS,Information Technology,63.8,6172.25,Mini Large Cap,410.85,65.55,26.01,5.11,4.12,381.61,398.84,495.19,35.94,18.12,60,15,Momentum,60,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,1.02,0.0,0.0,Normal,Average volume → monitor for increase,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,7.4,8.1
HAPPYFORGE,Capital Goods,46.5,11939.11,Mini Large Cap,1265.4,49.17,19.36,-8.95,0.7,1263.17,1211.48,1075.78,20.66,26.58,52,31,Momentum,52,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.98,0.0,0.0,Low,"Weak volume → momentum may fade, wait",Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,5.7,5.7
HARIOMPIPE,Capital Goods,34.0,946.96,Small Cap,305.55,27.13,39.0,-2.42,0.79,335.82,361.95,409.95,12.95,28.05,5,43,Watching,43,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.47,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,4.1,4.5
HATSUN,Fast Moving Consumer Goods,40.0,21311.44,Large Cap,956.75,56.64,34.28,7.14,1.7,936.81,933.4,953.55,22.12,14.13,70,0,Momentum,70,TIER 3 — WAITING,True,353,353d (under 1 year),-14.92,1.7,1.09,0.42,-14.92,Normal,Average volume → monitor for increase,Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,5.0,5.0
HAVELLS,Consumer Durables,65.0,80368.87,Large Cap,1281.2,33.26,24.44,-7.18,1.0,1341.01,1367.35,1449.41,18.9,34.01,0,80,Reversal,80,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,1.04,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 36.4 | ADX 46.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,8.3,8.9
HBLENGINE,Capital Goods,73.0,18281.01,Mini Large Cap,659.5,42.2,18.88,3.14,0.87,683.8,732.63,755.94,21.77,20.13,20,18,Watching,20,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.89,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,8.9,9.0
HCLTECH,Information Technology,63.0,360852.85,Large Cap,1333.7,42.21,46.25,6.36,1.51,1376.18,1464.04,1535.76,16.29,25.83,25,55,Reversal,55,TIER 2 — WATCHLIST,True,528,528d (1.5-2 years),-27.33,1.51,0.88,1.01,-27.33,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,7.3,7.9
HDFCAMC,Financial Services,57.3,102212.0,Large Cap,2385.9,34.93,33.35,-15.58,0.79,2510.45,2585.68,2574.2,19.73,25.81,5,88,Reversal,88,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.44,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,6.7,6.7
HDFCBANK,Financial Services,54.7,1201261.87,Large Cap,780.45,20.29,52.55,-4.91,2.21,852.9,894.8,935.26,10.89,47.32,5,65,Reversal,65,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,2.15,0.0,0.0,Very High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,6.4,6.4
